,sentence,prefix,suffix,dir,header,ScripCode,dir_status
792,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 40.40% vs -57.04% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 40.40% vs -57.04% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540133,good
793,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - YoY,540133,
794,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540133,good
795,Net Sales - QoQ Growth in quarter ended Mar 2023 is -36.97% vs -22.91% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -36.97% vs -22.91% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540133,bad
796,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 6.18% vs 10.71% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 6.18% vs 10.71% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540133,bad
797,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -449.49% vs 71.35% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -449.49% vs 71.35% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540133,bad
798,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - QoQ,540133,
799,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540133,bad
800,Net Sales - QoQ Growth in quarter ended Mar 2023 is -9.28% vs 0.85% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -9.28% vs 0.85% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,509480,bad
801,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -7.59% vs -8.40% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -7.59% vs -8.40% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,509480,good
802,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 5.47% vs -3.93% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 5.47% vs -3.93% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,509480,good
803,Interest - QoQ Growth in quarter ended Mar 2023 is -0.85% vs 22.51% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -0.85% vs 22.51% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,509480,good
804,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,509480,good
805,Net Sales - YoY Growth in quarter ended Mar 2023 is 11.71% vs 7.97% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 11.71% vs 7.97% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,509480,good
806,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -15.85% vs 5.79% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -15.85% vs 5.79% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,509480,bad
807,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 6.44% vs 3.24% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 6.44% vs 3.24% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,509480,good
808,Interest - YoY Growth in quarter ended Mar 2023 is 100.55% vs 22.46% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 100.55% vs 22.46% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,509480,bad
809,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,509480,bad
810,Net Sales - QoQ Growth in quarter ended Mar 2023 is -9.93% vs -4.54% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -9.93% vs -4.54% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532432,bad
811,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -52.01% vs -61.27% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -52.01% vs -61.27% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532432,good
812,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -36.66% vs -14.98% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -36.66% vs -14.98% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532432,bad
813,Interest - QoQ Growth in quarter ended Mar 2023 is 47.54% vs 16.19% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 47.54% vs 16.19% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532432,bad
814,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532432,bad
815,Net Sales - YoY Growth in quarter ended Mar 2023 is -1.30% vs 13.69% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -1.30% vs 13.69% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532432,bad
816,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -43.42% vs -12.94% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -43.42% vs -12.94% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532432,bad
817,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -45.46% vs 8.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -45.46% vs 8.96% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532432,bad
818,Interest - YoY Growth in quarter ended Mar 2023 is 118.18% vs -50.60% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 118.18% vs -50.60% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532432,bad
819,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532432,bad
820,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.43% vs -5.78% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.43% vs -5.78% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532343,good
821,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 11.70% vs -22.11% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 11.70% vs -22.11% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532343,good
822,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 3.13% vs -5.93% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 3.13% vs -5.93% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532343,good
823,Interest - QoQ Growth in quarter ended Mar 2023 is 17.34% vs 0.33% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 17.34% vs 0.33% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532343,bad
824,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532343,good
825,Net Sales - YoY Growth in quarter ended Mar 2023 is 21.96% vs 7.39% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 21.96% vs 7.39% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532343,good
826,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 21.14% vs -10.51% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 21.14% vs -10.51% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532343,good
827,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 26.95% vs 6.75% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 26.95% vs 6.75% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532343,good
828,Interest - YoY Growth in quarter ended Mar 2023 is 51.71% vs 25.54% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 51.71% vs 25.54% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532343,bad
829,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532343,good
830,Net Sales - QoQ Growth in quarter ended Mar 2023 is -10.14% vs 9.10% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -10.14% vs 9.10% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543458,bad
831,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -61.97% vs 404.84% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -61.97% vs 404.84% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543458,bad
832,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -40.72% vs 138.40% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -40.72% vs 138.40% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543458,bad
833,Interest - QoQ Growth in quarter ended Mar 2023 is -16.60% vs 54.21% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -16.60% vs 54.21% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543458,good
834,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543458,bad
835,Net Sales - YoY Growth in quarter ended Mar 2023 is -7.00% vs 39.77% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -7.00% vs 39.77% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543458,bad
836,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -60.05% vs -25.62% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -60.05% vs -25.62% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543458,bad
837,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -15.73% vs 20.51% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -15.73% vs 20.51% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543458,bad
838,Interest - YoY Growth in quarter ended Mar 2023 is 97.21% vs -3.71% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 97.21% vs -3.71% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543458,bad
839,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543458,bad
840,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 9.46% vs 5.09% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 9.46% vs 5.09% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500116,good
841,Net Profit - QoQ Growth in quarter ended Mar 2023 is 22.23% vs 11.98% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 22.23% vs 11.98% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500116,good
842,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is 18.21% vs -7.08% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is 18.21% vs -7.08% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500116,good
843,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.15% vs -0.08% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.15% vs -0.08% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500116,good
844,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -7.44% vs -2.69% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -7.44% vs -2.69% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500116,good
845,Interest Earned - YoY Growth in quarter ended Mar 2023 is 24.49% vs -20.45% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 24.49% vs -20.45% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500116,good
846,Net Profit - YoY Growth in quarter ended Mar 2023 is 64.11% vs 34.83% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 64.11% vs 34.83% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500116,good
847,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 60.25% vs -47.45% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 60.25% vs -47.45% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500116,good
848,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.35% vs -0.70% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.35% vs -0.70% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500116,bad
849,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -12.76% vs -3.23% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -12.76% vs -3.23% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500116,good
850,Net Sales - QoQ Growth in quarter ended Dec 2022 is 8.73% vs -2.39% in Sep 2022,Net Sales,QoQ Growth in quarter ended Dec 2022 is 8.73% vs -2.39% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500420,good
851,Consolidated Net Profit - QoQ Growth in quarter ended Dec 2022 is -9.29% vs -11.86% in Sep 2022,Consolidated Net Profit,QoQ Growth in quarter ended Dec 2022 is -9.29% vs -11.86% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500420,good
852,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Dec 2022 is 6.63% vs -4.63% in Sep 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Dec 2022 is 6.63% vs -4.63% in Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,500420,good
853,Interest - QoQ Growth in quarter ended Dec 2022 is 47.83% vs 25.45% in Sep 2022,Interest,QoQ Growth in quarter ended Dec 2022 is 47.83% vs 25.45% in Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,500420,bad
854,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Dec 2022 has fallen from Sep 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Dec 2022 has fallen from Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,500420,bad
855,Net Sales - YoY Growth in quarter ended Dec 2022 is 18.17% vs 5.66% in Dec 2021,Net Sales,YoY Growth in quarter ended Dec 2022 is 18.17% vs 5.66% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,500420,good
856,Consolidated Net Profit - YoY Growth in quarter ended Dec 2022 is 13.65% vs -16.16% in Dec 2021,Consolidated Net Profit,YoY Growth in quarter ended Dec 2022 is 13.65% vs -16.16% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,500420,good
857,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Dec 2022 is 34.57% vs -11.37% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Dec 2022 is 34.57% vs -11.37% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,500420,good
858,Interest - YoY Growth in quarter ended Dec 2022 is 64.52% vs -31.87% in Dec 2021,Interest,YoY Growth in quarter ended Dec 2022 is 64.52% vs -31.87% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,500420,bad
859,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Dec 2022 has improved from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Dec 2022 has improved from Dec 2021,1.0,Quarterly Analysis Highlights - YoY,500420,good
860,Net Sales - QoQ Growth in quarter ended Mar 2023 is 8.58% vs 3.31% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 8.58% vs 3.31% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500093,good
861,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 87.09% vs 27.25% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 87.09% vs 27.25% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500093,good
862,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -0.64% vs 6.70% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -0.64% vs 6.70% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500093,bad
863,Interest - QoQ Growth in quarter ended Mar 2023 is -31.68% vs -25.61% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -31.68% vs -25.61% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500093,good
864,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500093,bad
865,Net Sales - YoY Growth in quarter ended Mar 2023 is 26.30% vs 34.78% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 26.30% vs 34.78% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500093,bad
866,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 280.93% vs -62.00% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 280.93% vs -62.00% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500093,good
867,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 61.09% vs 178.78% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 61.09% vs 178.78% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500093,bad
868,Interest - YoY Growth in quarter ended Mar 2023 is -85.22% vs -36.12% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -85.22% vs -36.12% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500093,good
869,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500093,good
870,Net Sales - QoQ Growth in quarter ended Mar 2023 is 11.02% vs -0.05% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 11.02% vs -0.05% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500530,good
871,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 24.52% vs -14.43% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 24.52% vs -14.43% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500530,good
872,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 29.40% vs -6.38% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 29.40% vs -6.38% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500530,good
873,Interest - QoQ Growth in quarter ended Mar 2023 is 130.00% vs 5.26% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 130.00% vs 5.26% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500530,bad
874,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500530,good
875,Net Sales - YoY Growth in quarter ended Mar 2023 is 22.72% vs 2.96% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 22.72% vs 2.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500530,good
876,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 13.45% vs -27.37% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 13.45% vs -27.37% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500530,good
877,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 18.54% vs -28.81% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 18.54% vs -28.81% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500530,good
878,Interest - YoY Growth in quarter ended Mar 2023 is -36.99% vs 78.92% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -36.99% vs 78.92% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500530,good
879,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500530,bad
880,Net Sales - QoQ Growth in quarter ended Mar 2023 is 5.53% vs 17.27% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 5.53% vs 17.27% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,543320,bad
881,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 45.70% vs -38.20% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 45.70% vs -38.20% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543320,good
882,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 38.45% vs -17.60% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 38.45% vs -17.60% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543320,good
883,Interest - QoQ Growth in quarter ended Mar 2023 is -1.86% vs 35.29% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -1.86% vs 35.29% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543320,good
884,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543320,good
885,Net Sales - YoY Growth in quarter ended Mar 2023 is 69.66% vs 75.01% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 69.66% vs 75.01% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543320,bad
886,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 47.68% vs -175.00% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 47.68% vs -175.00% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543320,good
887,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 49.88% vs -192.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 49.88% vs -192.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543320,good
888,Interest - YoY Growth in quarter ended Mar 2023 is 532.00% vs -44.44% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 532.00% vs -44.44% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543320,bad
889,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543320,good
890,Net Sales - YoY Growth in quarter ended Mar 2023 is 25.94% vs 28.00% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 25.94% vs 28.00% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517334,bad
891,Standaloned Net Profit - YoY Growth in quarter ended Mar 2023 is -73.31% vs 62.23% in Mar 2022,Standaloned Net Profit,YoY Growth in quarter ended Mar 2023 is -73.31% vs 62.23% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517334,bad
892,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -4.29% vs 23.74% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -4.29% vs 23.74% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517334,bad
893,Interest - YoY Growth in quarter ended Mar 2023 is 10.52% vs 146.78% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 10.52% vs 146.78% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,517334,good
894,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517334,bad
895,Net Sales - QoQ Growth in quarter ended Mar 2023 is 13.61% vs -0.62% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 13.61% vs -0.62% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,517334,good
896,Standaloned Net Profit - QoQ Growth in quarter ended Mar 2023 is -68.21% vs 55.95% in Dec 2022,Standaloned Net Profit,QoQ Growth in quarter ended Mar 2023 is -68.21% vs 55.95% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517334,bad
897,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 1.49% vs -1.53% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 1.49% vs -1.53% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,517334,good
898,Interest - QoQ Growth in quarter ended Mar 2023 is 132.94% vs 28.49% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 132.94% vs 28.49% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517334,bad
899,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517334,bad
